com.medigy.persist.reference.type.clincial.Icd9.code,shortDescr,mediumDescr,longDescr
11.56,TB BRONCHIECTASIS OT TEST,TB BRONCHIECTASIS OTH TEST,TUBERCULOUS BRONCHIECTASIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
11.6,TB PNEUMONIA UNSPEC,TB PNEUMONIA UNS EXAM,TUBERCULOUS PNEUMONIA (ANY FORM) UNSPECIFIED EXAMINATION
11.61,TB PNEUMONIA NO EXAM,TB PNEUMONIA NO EXAM,TUBERCULOUS PNEUMONIA (ANY FORM) BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
11.62,TB PNEUMONIA EXAM UNKN,TB PNEUMONIA EXAM UNKN,TUBERCULOUS PNEUMONIA (ANY FORM) BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
11.63,TB PNEUMONIA MICRO DX,TB PNEUMONIA MICRO DX,TUBERCULOUS PNEUMONIA (ANY FORM) TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
11.64,TB PNEUMONIA CULT DX,TB PNEUMONIA CULT DX,TUBERCULOUS PNEUMONIA (ANY FORM) TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
11.65,TB PNEUMONIA HISTO DX,TB PNEUMONIA HISTO DX,TUBERCULOUS PNEUMONIA (ANY FORM) TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
11.66,TB PNEUMONIA OT TEST,TB PNEUMONIA OTH TEST,TUBERCULOUS PNEUMONIA (ANY FORM) TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
11.7,TB PNEUMOTHORAX UNSPEC,TB PNEUMOTHORAX UNS EXAM,TUBERCULOUS PNEUMOTHORAX UNSPECIFIED EXAMINATION
11.71,TB PNEUMOTHORAX NO EXAM,TB PNEUMOTHORAX NO EXAM,TUBERCULOUS PNEUMOTHORAX BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
11.72,TB PNEUMOTHORX EXAM UNKN,TB PNEUMOTHORAX EXAM UNKN,TUBERCULOUS PNEUMOTHORAX BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
11.73,TB PNEUMOTHORAX MICRO DX,TB PNEUMOTHORAX MICRO DX,TUBERCULOUS PNEUMOTHORAX TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
11.74,TB PNEUMOTHORAX CULT DX,TB PNEUMOTHORAX CULT DX,TUBERCULOUS PNEUMOTHORAX TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
11.75,TB PNEUMOTHORAX HISTO DX,TB PNEUMOTHORAX HISTO DX,TUBERCULOUS PNEUMOTHORAX TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
11.76,TB PNEUMOTHORAX OT TEST,TB PNEUMOTHORAX OTH TEST,TUBERCULOUS PNEUMOTHORAX TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
11.8,PULMONARY TB OT UNSPEC,OTHER PULMONARY TB UNS EXAM,OTHER SPECIFIED PULMONARY TUBERCULOSIS UNSPECIFIED CONFIRMATION
11.81,PULMONARY TB OT NO EXAM,OTHER PULMONARY TB NO EXAM,OTHER SPECIFIED PULMONARY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
11.82,PULMONARY TB OT EXAM UNKN,OTHER PULMONARY TB EXAM UNKN,OTHER SPECIFIED PULMONARY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
11.83,PULMONARY TB OT MICRO DX,OTHER PULMONARY TB MICRO DX,OTHER SPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
11.84,PULMONARY TB OT CULT DX,OTHER PULMONARY TB CULT DX,OTHER SPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
11.85,PULMONARY TB OT HISTO DX,OTHER PULMONARY TB HISTO DX,OTHER SPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
11.86,PULMONARY TB OT OT TEST,OTHER PULMONARY TB OTH TEST,OTHER SPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
11.9,PULMONARY TB UNSP UNSPEC,UNS PULMONARY TB UNS EXAM,UNSPECIFIED PULMONARY TUBERCULOSIS CONFIRMATION UNSPECIFIED
11.91,PULMONARY TB UNSP NO EXAM,UNS PULMONARY TB NO EXAM,UNSPECIFIED PULMONARY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
11.92,PULMONARY TB UNSP EXAM,UNS PULMONARY TB EXAM UNKN,UNSPECIFIED PULMONARY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
11.93,PULMONARY TB UNSP MICRO DX,UNS PULMONARY TB MICRO DX,UNSPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
11.94,PULMONARY TB UNSP CULT DX,UNS PULMONARY TB CULT DX,UNSPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
11.95,PULMONARY TB UNSP HISTO DX,UNS PULMONARY TB HISTO DX,UNSPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
11.96,PULMONARY TB UNSP OT TEST,UNS PULMONARY TB OTH TEST,UNSPECIFIED PULMONARY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
12,TB PLEURISY UNSPEC,TB PLEURISY UNS EXAM,TUBERCULOUS PLEURISY CONFIRMATION UNSPECIFIED
12.01,TB PLEURISY NO EXAM,TB PLEURISY NO EXAM,TUBERCULOUS PLEURISY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
12.02,TB PLEURISY EXAM UNKN,TB PLEURISY EXAM UNKN,TUBERCULOUS PLEURISY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
12.03,TB PLEURISY MICRO DX,TB PLEURISY MICRO DX,TUBERCULOUS PLEURISY TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
12.04,TB PLEURISY CULT DX,TB PLEURISY CULT DX,TUBERCULOUS PLEURISY TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
12.05,TB PLEURISY HISTOLOG DX,TB PLEURISY HISTO DX,TUBERCULOUS PLEURISY TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
12.06,TB PLEURISY OT TEST,TB PLEURISY OTH TEST,TUBERCULOUS PLEURISY TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
12.1,TB THORACIC NODES UNSPEC,TB OF INTRATHORACIC NODES UNS EXAM,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES CONFIRMATION UNSPECIFIED
12.11,TB THORACIC NODE NO EXAM,TB OF INTRATHORACIC NODES NO EXAM,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
12.12,TB THORACIC NODE EXAM UNKN,TB OF INTRATHORACIC NODES EXAM UNKN,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
12.13,TB THORACIC NODE MICRO DX,TB OF INTRATHORACIC NODES MICRO DX,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
12.14,TB THORACIC NODE CULT DX,TB OF INTRATHORACIC NODES CULT DX,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
12.15,TB THORACIC NODE HISTO DX,TB OF INTRATHORACIC NODES HISTO DX,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
12.16,TB THORACIC NODE OT TEST,TB OF INTRATHORACIC NODES OTH TEST,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
12.2,ISOL TRACHEAL TB UNSPEC,ISOLATED TRACH/BRONCH TB UNS EXAM,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS UNSPECIFIED EXAMINATION
12.21,ISOL TRACHEAL TB NO EXAM,ISOLATED TRACH/BRONCH TB NO EXAM,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
12.22,ISOL TRACHEAL TB EXAM UNKN,ISOLATED TRACH/BRONCH TB EXAM UNKN,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
12.23,ISOLAT TRACHEAL TB MICRO DX,ISOLATED TRACH/BRONCH TB MICRO DX,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
12.24,ISOL TRACHEAL TB CULT DX,ISOLATED TRACH/BRONCH TB CULT DX,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
12.25,ISOLAT TRACHEAL TB HISTO DX,ISOLATED TRACH/BRONCH TB HISTO DX,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
12.26,ISOLAT TRACHEAL TB OT TEST,ISOLATED TRACH/BRONCH TB OTH TEST,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
12.3,TB LARYNGITIS UNSPEC,TB LARYNGITIS UNS EXAM,TUBERCULOUS LARYNGITIS UNSPECIFIED EXAMINATION
12.31,TB LARYNGITIS NO EXAM,TB LARYNGITIS NO EXAM,TUBERCULOUS LARYNGITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
12.32,TB LARYNGITIS EXAM UNKN,TB LARYNGITIS EXAM UNKN,TUBERCULOUS LARYNGITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
12.33,TB LARYNGITIS MICRO DX,TB LARYNGITIS MICRO DX,TUBERCULOUS LARYNGITIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
12.34,TB LARYNGITIS CULT DX,TB LARYNGITIS CULT DX,TUBERCULOUS LARYNGITIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
12.35,TB LARYNGITIS HISTO DX,TB LARYNGITIS HISTO DX,TUBERCULOUS LARYNGITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
12.36,TB LARYNGITIS OT TEST,TB LARYNGITIS OTH TEST,TUBERCULOUS LARYNGITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
12.8,OT RESP TB UNSPEC,OTHER RESPIRATORY TB UNS EXAM,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS UNSPECIFIED EXAMINATION
12.81,OT RESP TB NO EXAM,OTHER RESPIRATORY TB NO EXAM,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
12.82,OT RESP TB EXAM UNKN,OTHER RESPIRATORY TB EXAM UNKN,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
12.83,OT RESP TB MICRO DX,OTHER RESPIRATORY TB MICRO DX,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
12.84,OT RESP TB CULT DX,OTHER RESPIRATORY TB CULT DX,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
12.85,OT RESP TB HISTO DX,OTHER RESPIRATORY TB HISTO DX,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
12.86,OT RESP TB OT TEST,OTHER RESPIRATORY TB OTH TEST,OTHER SPECIFIED RESPIRATORY TUBERCULOSIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13,TB MENINGITIS UNSPEC,TB MENINGITIS UNS EXAM,TUBERCULOUS MENINGITIS UNSPECIFIED EXAMINATION
13.01,TB MENINGITIS NO EXAM,TB MENINGITIS NO EXAM,TUBERCULOUS MENINGITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.02,TB MENINGITIS EXAM UNKN,TB MENINGITIS EXAM UNKN,TUBERCULOUS MENINGITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.03,TB MENINGITIS MICRO DX,TB MENINGITIS MICRO DX,TUBERCULOUS MENINGITIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.04,TB MENINGITIS CULT DX,TB MENINGITIS CULT DX,TUBERCULOUS MENINGITIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.05,TB MENINGITIS HISTO DX,TB MENINGITIS HISTO DX,TUBERCULOUS MENINGITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.06,TB MENINGITIS OT TEST,TB MENINGITIS OTH TEST,TUBERCULOUS MENINGITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.1,TUBERCULOMA MENINGES UNSPEC,TUBERCULOMA OF MENINGES UNS EXAM,TUBERCULOMA OF MENINGES UNSPECIFIED EXAMINATION
13.11,TUBERCULOMA MENING NO EXAM,TUBERCULOMA OF MENINGES NO EXAM,TUBERCULOMA OF MENINGES BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.12,TUBERCULOMA MENIN EXAM UNKN,TUBERCULOMA OF MENINGES EXAM UNKN,TUBERCULOMA OF MENINGES BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.13,TUBERCULOMA MENING MICRO DX,TUBERCULOMA OF MENINGES MICRO DX,TUBERCULOMA OF MENINGES TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.14,TUBERCULOMA MENING CULT DX,TUBERCULOMA OF MENINGES CULT DX,TUBERCULOMA OF MENINGES TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.15,TUBERCULOMA MENING HISTO DX,TUBERCULOMA OF MENINGES HISTO DX,TUBERCULOMA OF MENINGES TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.16,TUBERCULOMA MENING OT TEST,TUBERCULOMA OF MENINGES OTH TEST,TUBERCULOMA OF MENINGES TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.2,TUBERCULOMA BRAIN UNSPEC,TUBERCULOMA OF BRAIN UNS EXAM,TUBERCULOMA OF BRAIN UNSPECIFIED EXAMINATION
13.21,TUBRCLOMA BRAIN NO EXAM,TUBERCULOMA OF BRAIN NO EXAM,TUBERCULOMA OF BRAIN BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.22,TUBERCULOMA BRAIN EXAM UNKN,TUBERCULOMA OF BRAIN EXAM UNKN,TUBERCULOMA OF BRAIN BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.23,TUBRCLOMA BRAIN MICRO DX,TUBERCULOMA OF BRAIN MICRO DX,TUBERCULOMA OF BRAIN TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.24,TUBRCLOMA BRAIN CULT DX,TUBERCULOMA OF BRAIN CULT DX,TUBERCULOMA OF BRAIN TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.25,TUBRCLOMA BRAIN HISTO DX,TUBERCULOMA OF BRAIN HISTO DX,TUBERCULOMA OF BRAIN TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.26,TUBRCLOMA BRAIN OT TEST,TUBERCULOMA OF BRAIN OTH TEST,TUBERCULOMA OF BRAIN TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.3,TB BRAIN ABSCESS UNSPEC,TB ABSCESS OF BRAIN UNS EXAM,TUBERCULOUS ABSCESS OF BRAIN UNSPECIFIED EXAMINATION
13.31,TB BRAIN ABSCESS NO EXAM,TB ABSCESS OF BRAIN NO EXAM,TUBERCULOUS ABSCESS OF BRAIN BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.32,TB BRAIN ABSCESS EXAM UNKN,TB ABSCESS OF BRAIN EXAM UNKN,TUBERCULOUS ABSCESS OF BRAIN BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.33,TB BRAIN ABSCESS MICRO DX,TB ABSCESS OF BRAIN MICRO DX,TUBERCULOUS ABSCESS OF BRAIN TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.34,TB BRAIN ABSCESS CULT DX,TB ABSCESS OF BRAIN CULT DX,TUBERCULOUS ABSCESS OF BRAIN TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.35,TB BRAIN ABSCESS HISTO DX,TB ABSCESS OF BRAIN HISTO DX,TUBERCULOUS ABSCESS OF BRAIN TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.36,TB BRAIN ABSCESS OT TEST,TB ABSCESS OF BRAIN OTH TEST,TUBERCULOUS ABSCESS OF BRAIN TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.4,TUBERCULOMA SP CORD UNSPEC,TUBERCULOMA OF SPINAL CORD UNS EXAM,TUBERCULOMA OF SPINAL CORD UNSPECIFIED EXAMINATION
13.41,TUBERCULOMA SP CORD NO EXAM,TUBERCULOMA OF SPINAL CORD NO EXAM,TUBERCULOMA OF SPINAL CORD BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.42,TUBERCULOMA SP CD EXAM UNKN,TUBERCULOMA OF SPINAL CORD EXAM UNK,TUBERCULOMA OF SPINAL CORD BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.43,TUBERCULOMA SP CRD MICRO DX,TUBERCULOMA OF SPINAL CORD MICRO DX,TUBERCULOMA OF SPINAL CORD TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.44,TUBERCULOMA SP CORD CULT DX,TUBERCULOMA OF SPINAL CORD CULT DX,TUBERCULOMA OF SPINAL CORD TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.45,TUBERCULOMA SP CRD HISTO DX,TUBERCULOMA OF SPINAL CORD HISTO DX,TUBERCULOMA OF SPINAL CORD TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.46,TUBERCULOMA SP CRD OT TEST,TUBERCULOMA OF SPINAL CORD OTH TEST,TUBERCULOMA OF SPINAL CORD TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.5,TB SP CORD ABSCESS UNSPEC,TB ABSCESS OF SPINAL CORD UNS EXAM,TUBERCULOUS ABSCESS OF SPINAL CORD UNSPECIFIED EXAMINATION
13.51,TB SP CORD ABSC NO EXAM,TB ABSCESS OF SPINAL CORD NO EXAM,TUBERCULOUS ABSCESS OF SPINAL CORD BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.52,TB SP CORD ABSC EXAM UNKN,TB ABSCESS OF SPINAL CORD EXAM UNKN,TUBERCULOUS ABSCESS OF SPINAL CORD BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.53,TB SP CORD ABSC MICRO DX,TB ABSCESS OF SPINAL CORD MICRO DX,TUBERCULOUS ABSCESS OF SPINAL CORD TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.54,TB SP CORD ABSC CULT DX,TB ABSCESS OF SPINAL CORD CULT DX,TUBERCULOUS ABSCESS OF SPINAL CORD TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.55,TB SP CORD ABSC HISTO DX,TB ABSCESS OF SPINAL CORD HISTO DX,TUBERCULOUS ABSCESS OF SPINAL CORD TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.56,TB SP CORD ABSC OT TEST,TB ABSCESS OF SPINAL CORD OTH TEST,TUBERCULOUS ABSCESS OF SPINAL CORD TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.6,TB ENCEPHALITIS UNSPEC,TB ENCEPHALITIS/MYELITIS UNS EXAM,TUBERCULOUS ENCEPHALITIS OR MYELITIS UNSPECIFIED EXAMINATION
13.61,TB ENCEPHALITIS NO EXAM,TB ENCEPHALITIS/MYELITIS NO EXAM,TUBERCULOUS ENCEPHALITIS OR MYELITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.62,TB ENCEPHALIT EXAM UNKN,TB ENCEPHALITIS/MYELITIS EXAM UNKN,TUBERCULOUS ENCEPHALITIS OR MYELITIS BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
13.63,TB ENCEPHALITIS MICRO DX,TB ENCEPHALITIS/MYELITIS MICRO DX,TUBERCULOUS ENCEPHALITIS OR MYELITIS TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
13.64,TB ENCEPHALITIS CULT DX,TB ENCEPHALITIS/MYELITIS CULT DX,TUBERCULOUS ENCEPHALITIS OR MYELITIS TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY BUT FOUND BY BACTERIAL CULTURE
13.65,TB ENCEPHALITIS HISTO DX,TB ENCEPHALITIS/MYELITIS HISTO DX,TUBERCULOUS ENCEPHALITIS OR MYELITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED HISTOLOGICALLY
13.66,TB ENCEPHALITIS OT TEST,TB ENCEPHALITIS/MYELITIS OTH TEST,TUBERCULOUS ENCEPHALITIS OR MYELITIS TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS (INOCULATION OF ANIMALS)
13.8,CNS TB OT UNSPEC,OTHER TB CENT NERV SYS UNS EXAM,OTHER SPECIFIED TUBERCULOSIS OF CENTRAL NERVOUS SYSTEM UNSPECIFIED EXAMINATION
13.81,CNS TB OT NO EXAM,OTHER TB CENT NERV SYS NO EXAM,OTHER SPECIFIED TUBERCULOSIS OF CENTRAL NERVOUS SYSTEM BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION NOT DONE
13.82,CNS TB OT EXAM UNKN,OTHER TB CENT NERV SYS EXAM UNKN,OTHER SPECIFIED TUBERCULOSIS OF CENTRAL NERVOUS SYSTEM BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION RESULTS UNKNOWN (AT PRESENT)
